0.8827,0.1286,0,0.9332,0.0946,0,0.9204,0.0823,0,0.8639,0.152,0,0.9144,0.0285,0,0.9047,0.0287,0,1,0,0,1,0
0.8334,0.1639,0,0.8962,0.1115,0,0.8661,0.1369,0,0.8968,0.1108,0,0.9252,0.0281,0,0.8828,0.0892,0,1,0,0,1,0
0.905,0.0174,0,0.8816,0.1148,0,0.9349,0.0579,0,0.8682,0.0938,0,0.8731,0.0911,0,0.8972,0.1047,0,1,0,0,1,0
0.9115,0.0703,0,0.902,0.105,0,0.9084,0.0704,0,0.9179,0.1014,0,0.9284,0.0762,0,0.9177,0.1289,0,1,0,0,1,0
0.8541,0.107,0,0.8455,0.1077,0,0.9756,0.1542,0,0.8791,0.1397,0,0.9258,0.1698,0,0.9149,0.1226,0,1,0,0,1,0
0.9476,0.1211,0,0.8915,0.0751,0,0.8474,0.0432,0,0.8872,0.0455,0,0.9302,0.1632,0,0.9901,0,0,1,0,0,1,0
0.9476,0.0779,0,0.8272,0.0677,0,0.8615,0.042,0,0.8391,0.1392,0,0.9452,0.0457,0,0.9289,0.0829,0,1,0,0,1,0
0.8985,0.1119,0,0.9587,0.0651,0,0.8572,0.0612,0,0.8556,0.0645,0,0.865,0.0381,0,0.9097,0.129,0,1,0,0,1,0
0.9131,0.0509,0,0.8814,0.1056,0,0.9024,0.0455,0,1,0.0858,0,0.8677,0.0993,0,0.9127,0.1213,0,1,0,0,1,0
0.907,0.0924,0,0.9293,0.1244,0,0.9395,0.128,0,0.9738,0.0943,0,0.8994,0.0961,0,0.9744,0.077,0,1,0,0,1,0
0.8925,0.0879,0,0.9783,0.0965,0,0.9959,0.1166,0,0.8846,0.0473,0,0.9401,0.0529,0,0.9071,0.0989,0,1,0,0,1,0
0.929,0.1383,0,0.8656,0.1136,0,0.9096,0.1115,0,0.9202,0.0756,0,0.8818,0.1065,0,0.8737,0.1024,0,1,0,0,1,0
0.8765,0.0787,0,0.8866,0.0935,0,0.9031,0.1143,0,0.8678,0.1179,0,0.8961,0.0948,0,0.9227,0.1157,0,1,0,0,1,0
0.9873,0.064,0,0.8764,0.1449,0,0.8591,0.1236,0,0.8683,0.0035,0,0.9317,0.1698,0,0.8804,0.1707,0,1,0,0,1,0
0.8945,0.0643,0,0.8875,0.1559,0,0.9088,0.0346,0,0.8777,0.1676,0,0.853,0.0794,0,0.8936,0.148,0,1,0,0,1,0
0.9046,0.1111,0,0.9387,0.0494,0,0.8842,0.0809,0,0.9375,0.0613,0,0.955,0.0779,0,0.9117,0.0905,0,1,0,0,1,0
0.9427,0.0702,0,0.8239,0.0956,0,0.9124,0.1533,0,0.8935,0.1596,0,0.9012,0.0826,0,0.914,0.1043,0,1,0,0,1,0
0.9024,0.1641,0,0.9443,0.1259,0,0.9162,0.1039,0,0.8794,0.0593,0,0.8352,0.0904,0,0.8617,0.1069,0,1,0,0,1,0
0.8962,0.123,0,0.9286,0.1521,0,0.9583,0.092,0,0.9553,0.013,0,0.8841,0.1063,0,0.9591,0.1616,0,1,0,0,1,0
0.8667,0.1128,0,0.9075,0.1459,0,0.8909,0.1332,0,0.8852,0.0771,0,0.8991,0.0692,0,0.9418,0.1,0,1,0,0,1,0
0.9118,0.0939,0,0.9251,0.1314,0,0.8904,0.0693,0,0.9037,0.078,0,0.9002,0.1111,0,0.9368,0.1663,0,1,0,0,1,0
0.8466,0.1126,0,0.8858,0.0569,0,0.8563,0.1683,0,0.8632,0.1401,0,0.8767,0.0891,0,0.923,0.015,0,1,0,0,1,0
0.9286,0.1537,0,0.9539,0.0271,0,0.8731,0.1548,0,0.945,0.1299,0,0.9227,0.1216,0,0.8956,0.0739,0,1,0,0,1,0
0.9649,0.0105,0,0.9047,0.0835,0,0.8956,0.0965,0,0.9222,0.129,0,0.9168,0.0949,0,0.9707,0.0703,0,1,0,0,1,0
0.8723,0.1517,0,0.8767,0.1072,0,0.9421,0.1616,0,0.941,0.1281,0,0.8853,0.1436,0,0.9021,0.0416,0,1,0,0,1,0
